"wincol","name","strikes","takedowns","subattempts","pospass","weightclass","result","round","time","score"
0,"JONATHAN WILSON",66,1,0,0,"Light Heavyweight","KO/TKO",2,"4:11",35
1,"HENRIQUE DA SILVA",81,0,0,2,"Light Heavyweight","KO/TKO",2,"4:11",110.5
1,"JONATHAN WILSON",4,0,0,0,"Light Heavyweight","KO/TKO",1,"0:50",102
0,"CHRIS DEMPSEY",0,0,0,0,"Light Heavyweight","KO/TKO",1,"0:50",0
