"wincol","name","strikes","takedowns","subattempts","pospass","weightclass","result","round","time","score"
1,"WILL BROOKS",80,1,0,1,"Lightweight","U-DEC",3,"5:00",67
0,"ROSS PEARSON",54,0,0,0,"Lightweight","U-DEC",3,"5:00",27
