"wincol","name","strikes","takedowns","subattempts","pospass","weightclass","result","round","time"
"1","BENEIL DARIUSH","46","0","0","0","Lightweight","KO/TKO","1","4:16"
"0","JAMES VICK","9","0","0","0","Lightweight","KO/TKO","1","4:16"
"1","JESSICA ANDRADE","117","0","0","0","Women's Strawweight","KO/TKO","2","2:56"
"0","JESSICA PENNE","27","0","0","0","Women's Strawweight","KO/TKO","2","2:56"
"1","ALEX CACERES","97","5","0","4","Featherweight","U-DEC","3","5:00"
"0","COLE MILLER","33","3","1","4","Featherweight","U-DEC","3","5:00"
"1","SEAN STRICKLAND","73","0","0","0","Welterweight","S-DEC","3","5:00"
"0","TOM BREESE","62","0","0","0","Welterweight","S-DEC","3","5:00"
"1","HENRIQUE DA SILVA","81","0","0","2","Light Heavyweight","KO/TKO","2","4:11"
"0","JONATHAN WILSON","66","1","0","0","Light Heavyweight","KO/TKO","2","4:11"
"","KEVIN CASEY","59","2","0","2","Middleweight","S-DEC","","3"
"","ELVIS MUTAPCIC","64","0","0","1","Middleweight","S-DEC","","3"
"1","CODY GARBRANDT","21","0","0","0","Bantamweight","KO/TKO","1","2:53"
"0","THOMAS ALMEIDA","10","0","0","0","Bantamweight","KO/TKO","1","2:53"
"1","JEREMY STEPHENS","55","0","0","0","Featherweight","U-DEC","3","5:00"
"0","RENAN BARAO","43","2","0","0","Featherweight","U-DEC","3","5:00"
"1","RICK STORY","58","0","0","0","Welterweight","U-DEC","3","5:00"
"0","TAREC SAFFIEDINE","32","0","0","0","Welterweight","U-DEC","3","5:00"
"1","CHRIS CAMOZZI","43","1","0","3","Middleweight","U-DEC","3","5:00"
"0","VITOR MIRANDA","27","1","0","0","Middleweight","U-DEC","3","5:00"
"1","LORENZ LARKIN","44","1","0","0","Welterweight","S-DEC","3","5:00"
"0","JORGE MASVIDAL","48","1","2","0","Welterweight","S-DEC","3","5:00"
"1","PAUL FELDER","41","0","0","0","Lightweight","U-DEC","3","5:00"
"0","JOSHUA BURKMAN","40","3","0","2","Lightweight","U-DEC","3","5:00"
"1","SARA MCMANN","22","2","1","2","Women's Bantamweight","U-DEC","3","5:00"
"0","JESSICA EYE","10","0","0","0","Women's Bantamweight","U-DEC","3","5:00"
"1","ABEL TRUJILLO","35","3","0","0","Lightweight","U-DEC","3","5:00"
"0","JORDAN RINALDI","18","2","1","1","Lightweight","U-DEC","3","5:00"
"1","JAKE COLLIER","27","1","0","1","Middleweight","KO/TKO","2","1:06"
"0","ALBERTO UDA","15","1","0","1","Middleweight","KO/TKO","2","1:06"
"1","ERIK KOCH","14","2","1","4","Lightweight","SUB","2","3:02"
"0","SHANE CAMPBELL","16","0","0","0","Lightweight","SUB","2","3:02"
"1","BRYAN CARAWAY","9","3","0","5","Bantamweight","S-DEC","3","5:00"
"0","ALJAMAIN STERLING","32","1","2","1","Bantamweight","S-DEC","3","5:00"
"1","ADAM MILSTEAD","58","0","0","0","Heavyweight","KO/TKO","2","4:01"
"0","CHRIS DE LA ROCHA","39","0","0","0","Heavyweight","KO/TKO","2","4:01"
"1","STIPE MIOCIC","20","0","0","0","Heavyweight","KO/TKO","1","2:47"
"0","FABRICIO WERDUM","15","0","0","0","Heavyweight","KO/TKO","1","2:47"
"1","JACARE SOUZA","39","1","0","4","Middleweight","KO/TKO","1","4:38"
"0","VITOR BELFORT","4","0","0","0","Middleweight","KO/TKO","1","4:38"
"1","CRIS CYBORG","26","0","0","1","Catch Weight","KO/TKO","1","1:21"
"0","LESLIE SMITH","2","0","0","0","Catch Weight","KO/TKO","1","1:21"
"1","MAURICIO RUA","48","0","0","0","Light Heavyweight","S-DEC","3","5:00"
"0","COREY ANDERSON","55","4","0","2","Light Heavyweight","S-DEC","3","5:00"
"1","BRYAN BARBERENA","120","0","0","0","Welterweight","U-DEC","3","5:00"
"0","WARLLEY ALVES","79","0","1","0","Welterweight","U-DEC","3","5:00"
"1","DEMIAN MAIA","17","3","2","5","Welterweight","SUB","3","4:31"
"0","MATT BROWN","10","0","0","1","Welterweight","SUB","3","4:31"
"1","THIAGO SANTOS","16","0","0","0","Middleweight","KO/TKO","1","3:39"
"0","NATE MARQUARDT","7","0","0","0","Middleweight","KO/TKO","1","3:39"
"1","FRANCISCO TRINALDO","117","2","0","3","Lightweight","U-DEC","3","5:00"
"0","YANCY MEDEIROS","51","0","0","1","Lightweight","U-DEC","3","5:00"
"1","JOHN LINEKER","80","1","0","4","Bantamweight","U-DEC","3","5:00"
"0","ROB FONT","40","0","0","0","Bantamweight","U-DEC","3","5:00"
"1","ANTONIO ROGERIO NOGUEIRA","30","0","0","0","Light Heavyweight","KO/TKO","1","4:52"
"0","PATRICK CUMMINS","12","0","0","0","Light Heavyweight","KO/TKO","1","4:52"
"","SERGIO MORAES","28","0","1","5","Welterweight","S-DEC","","3"
"","LUAN CHAGAS","46","0","0","1","Welterweight","S-DEC","","3"
"1","ALISTAIR OVEREEM","23","1","0","1","Heavyweight","KO/TKO","2","1:12"
"0","ANDREI ARLOVSKI","16","0","0","0","Heavyweight","KO/TKO","2","1:12"
"1","STEFAN STRUVE","13","0","0","0","Heavyweight","KO/TKO","1","0:16"
"0","ANTONIO SILVA","0","0","0","0","Heavyweight","KO/TKO","1","0:16"
"1","GUNNAR NELSON","29","2","1","4","Welterweight","SUB","2","3:15"
"0","ALBERT TUMENOV","23","0","0","0","Welterweight","SUB","2","3:15"
"1","GERMAINE DE RANDAMIE","18","0","0","1","Women's Bantamweight","KO/TKO","1","3:46"
"0","ANNA ELMOSE","6","0","0","0","Women's Bantamweight","KO/TKO","1","3:46"
"1","NIKITA KRYLOV","58","0","1","2","Light Heavyweight","SUB","2","3:11"
"0","FRANCIMAR BARROSO","22","2","0","0","Light Heavyweight","SUB","2","3:11"
"1","KAROLINA KOWALKIEWICZ","119","0","0","1","Women's Strawweight","U-DEC","3","5:00"
"0","HEATHER JO CLARK","70","0","0","0","Women's Strawweight","U-DEC","3","5:00"
"1","RUSTAM KHABILOV","50","6","0","4","Lightweight","U-DEC","3","5:00"
"0","CHRIS WADE","25","0","0","1","Lightweight","U-DEC","3","5:00"
"1","MAGNUS CEDENBLAD","21","0","0","0","Middleweight","KO/TKO","2","0:47"
"0","GARRETH MCLELLAN","12","0","0","0","Middleweight","KO/TKO","2","0:47"
"1","JOSH EMMETT","54","0","0","0","Lightweight","S-DEC","3","5:00"
"0","JON TUCK","53","0","0","0","Lightweight","S-DEC","3","5:00"
"1","REZA MADADI","27","1","0","0","Lightweight","KO/TKO","3","1:56"
"0","YAN CABRAL","32","1","0","2","Lightweight","KO/TKO","3","1:56"
"1","KYOJI HORIGUCHI","72","6","0","6","Flyweight","U-DEC","3","5:00"
"0","NEIL SEERY","40","0","1","0","Flyweight","U-DEC","3","5:00"
"1","LEON EDWARDS","24","2","1","7","Welterweight","U-DEC","3","5:00"
"0","DOMINIC WATERS","3","4","0","3","Welterweight","U-DEC","3","5:00"
"1","ULKA SASAKI","7","4","1","5","Flyweight","SUB","2","3:30"
"0","WILLIE GATES","13","0","0","0","Flyweight","SUB","2","3:30"
"1","JON JONES","105","3","0","4","Light Heavyweight","U-DEC","5","5:00"
"0","OVINCE SAINT PREUX","57","0","0","0","Light Heavyweight","U-DEC","5","5:00"
"1","DEMETRIOUS JOHNSON","21","0","0","0","Flyweight","KO/TKO","1","2:49"
"0","HENRY CEJUDO","6","1","0","0","Flyweight","KO/TKO","1","2:49"
"1","EDSON BARBOZA","73","0","0","0","Lightweight","U-DEC","3","5:00"
"0","ANTHONY PETTIS","48","0","0","0","Lightweight","U-DEC","3","5:00"
"1","ROBERT WHITTAKER","89","0","0","0","Middleweight","U-DEC","3","5:00"
"0","RAFAEL NATAL","62","0","0","0","Middleweight","U-DEC","3","5:00"
"1","YAIR RODRIGUEZ","25","2","0","3","Featherweight","KO/TKO","2","2:15"
"0","ANDRE FILI","11","1","0","0","Featherweight","KO/TKO","2","2:15"
"1","SERGIO PETTIS","61","2","0","2","Flyweight","U-DEC","3","5:00"
"0","CHRIS KELADES","35","1","0","1","Flyweight","U-DEC","3","5:00"
"1","DANNY ROBERTS","60","0","0","0","Welterweight","U-DEC","3","5:00"
"0","DOMINIQUE STEELE","34","6","0","1","Welterweight","U-DEC","3","5:00"
"1","CARLA ESPARZA","28","5","0","4","Women's Strawweight","U-DEC","3","5:00"
"0","JULIANA LIMA","26","0","0","1","Women's Strawweight","U-DEC","3","5:00"
"1","JAMES VICK","94","0","0","0","Lightweight","U-DEC","3","5:00"
"0","GLAICO FRANCA","39","4","0","3","Lightweight","U-DEC","3","5:00"
"1","WALT HARRIS","31","0","0","0","Heavyweight","KO/TKO","1","4:18"
"0","CODY EAST","26","0","0","0","Heavyweight","KO/TKO","1","4:18"
"1","MARCOS ROGERIO DE LIMA","29","0","1","3","Light Heavyweight","SUB","1","4:35"
"0","CLINT HESTER","0","0","0","0","Light Heavyweight","SUB","1","4:35"
"1","KEVIN LEE","64","1","1","1","Lightweight","U-DEC","3","5:00"
"0","EFRAIN ESCUDERO","70","1","0","0","Lightweight","U-DEC","3","5:00"
"1","GLOVER TEIXEIRA","6","0","0","0","Light Heavyweight","KO/TKO","1","1:48"
"0","RASHAD EVANS","7","0","0","0","Light Heavyweight","KO/TKO","1","1:48"
"1","ROSE NAMAJUNAS","46","2","0","0","Women's Strawweight","U-DEC","3","5:00"
"0","TECIA TORRES","61","0","0","0","Women's Strawweight","U-DEC","3","5:00"
"1","KHABIB NURMAGOMEDOV","75","2","0","7","Catch Weight","KO/TKO","2","3:38"
"0","DARRELL HORCHER","6","0","0","0","Catch Weight","KO/TKO","2","3:38"
"1","CUB SWANSON","83","0","0","1","Featherweight","U-DEC","3","5:00"
"0","HACRAN DIAS","55","0","0","0","Featherweight","U-DEC","3","5:00"
"1","MICHAEL CHIESA","11","1","2","1","Lightweight","SUB","2","1:20"
"0","BENEIL DARIUSH","27","1","0","0","Lightweight","SUB","2","1:20"
"1","RAQUEL PENNINGTON","75","0","0","0","Women's Bantamweight","S-DEC","3","5:00"
"0","BETHE CORREIA","66","0","0","0","Women's Bantamweight","S-DEC","3","5:00"
"1","SANTIAGO PONZINIBBIO","38","0","0","0","Welterweight","KO/TKO","1","4:15"
"0","COURT MCGEE","35","0","0","0","Welterweight","KO/TKO","1","4:15"
"1","MICHAEL GRAVES","11","2","1","2","Welterweight","SUB","2","2:31"
"0","RANDY BROWN","10","0","1","0","Welterweight","SUB","2","2:31"
"1","JOHN DODSON","16","0","0","0","Bantamweight","KO/TKO","1","0:37"
"0","MANVEL GAMBURYAN","2","0","0","0","Bantamweight","KO/TKO","1","0:37"
"1","CEZAR FERREIRA","26","3","0","0","Middleweight","U-DEC","3","5:00"
"0","OLUWALE BAMGBOSE","20","0","0","0","Middleweight","U-DEC","3","5:00"
"1","ELIZEU ZALESKI DOS SANTOS","72","0","1","2","Welterweight","KO/TKO","3","3:03"
"0","OMARI AKHMEDOV","36","3","1","1","Welterweight","KO/TKO","3","3:03"
"1","JUNIOR DOS SANTOS","157","0","0","0","Heavyweight","U-DEC","5","5:00"
"0","BEN ROTHWELL","77","0","0","0","Heavyweight","U-DEC","5","5:00"
"1","DERRICK LEWIS","17","0","0","0","Heavyweight","KO/TKO","1","4:48"
"0","GABRIEL GONZAGA","5","1","0","2","Heavyweight","KO/TKO","1","4:48"
"1","FRANCIS NGANNOU","36","0","0","0","Heavyweight","KO/TKO","2","5:00"
"0","CURTIS BLAYDES","24","2","0","1","Heavyweight","KO/TKO","2","5:00"
"1","TIM JOHNSON","45","0","0","0","Heavyweight","U-DEC","3","5:00"
"0","MARCIN TYBURA","48","1","0","1","Heavyweight","U-DEC","3","5:00"
"1","JAN BLACHOWICZ","98","4","0","4","Light Heavyweight","U-DEC","3","5:00"
"0","IGOR POKRAJAC","35","0","0","3","Light Heavyweight","U-DEC","3","5:00"
"1","MARYNA MOROZ","35","1","1","3","Women's Strawweight","U-DEC","3","5:00"
"0","CRISTINA STANCIU","39","1","2","0","Women's Strawweight","U-DEC","3","5:00"
"1","ZAK CUMMINGS","56","1","1","3","Welterweight","U-DEC","3","5:00"
"0","NICOLAS DALBY","57","0","0","0","Welterweight","U-DEC","3","5:00"
"1","ALEJANDRO PEREZ","48","0","0","1","Bantamweight","KO/TKO","1","4:04"
"0","IAN ENTWISTLE","0","0","1","0","Bantamweight","KO/TKO","1","4:04"
"1","MAIRBEK TAISUMOV","25","0","0","0","Lightweight","KO/TKO","1","3:44"
"0","DAMIR HADZOVIC","11","0","0","0","Lightweight","KO/TKO","1","3:44"
"1","DAMIAN STASIAK","2","2","1","3","Bantamweight","SUB","1","2:16"
"0","FILIP PEJIC","0","0","0","1","Bantamweight","SUB","1","2:16"
"1","LUCAS MARTINS","30","0","0","0","Featherweight","S-DEC","3","5:00"
"0","ROB WHITEFORD","45","1","0","1","Featherweight","S-DEC","3","5:00"
"1","JARED CANNONIER","27","0","0","1","Heavyweight","KO/TKO","1","2:44"
"0","CYRIL ASKER","13","0","0","0","Heavyweight","KO/TKO","1","2:44"
"1","BOJAN VELICKOVIC","45","1","1","1","Middleweight","U-DEC","3","5:00"
"0","ALESSIO DI CHIRICO","65","2","0","1","Middleweight","U-DEC","3","5:00"
"1","MARK HUNT","8","0","0","0","Heavyweight","KO/TKO","1","3:01"
"0","FRANK MIR","1","0","0","0","Heavyweight","KO/TKO","1","3:01"
"1","NEIL MAGNY","148","1","2","5","Welterweight","KO/TKO","3","0:46"
"0","HECTOR LOMBARD","60","1","0","2","Welterweight","KO/TKO","3","0:46"
"1","JAKE MATTHEWS","36","0","2","2","Lightweight","SUB","3","4:45"
"0","JOHNNY CASE","35","1","0","1","Lightweight","SUB","3","4:45"
"1","DANIEL KELLY","37","0","0","1","Middleweight","KO/TKO","3","1:36"
"0","ANTONIO CARLOS JUNIOR","33","2","0","2","Middleweight","KO/TKO","3","1:36"
"1","STEVE BOSSE","5","0","0","0","Light Heavyweight","KO/TKO","1","0:52"
"0","JAMES TE HUNA","1","0","0","0","Light Heavyweight","KO/TKO","1","0:52"
"1","BEC RAWLINGS","77","1","0","1","Women's Strawweight","U-DEC","3","5:00"
"0","SEOHEE HAM","92","0","1","0","Women's Strawweight","U-DEC","3","5:00"
"1","ALAN JOUBAN","32","0","0","0","Welterweight","KO/TKO","1","2:15"
"0","BRENDAN O'REILLY","8","1","0","2","Welterweight","KO/TKO","1","2:15"
"1","DAN HOOKER","5","0","1","1","Featherweight","SUB","1","1:24"
"0","MARK EDDIVA","4","0","0","0","Featherweight","SUB","1","1:24"
"1","LESLIE SMITH","62","0","0","0","Women's Bantamweight","U-DEC","3","5:00"
"0","RIN NAKAI","31","3","1","5","Women's Bantamweight","U-DEC","3","5:00"
"1","VISCARDI ANDRADE","38","5","1","3","Welterweight","U-DEC","3","5:00"
"0","RICHARD WALSH","46","1","0","0","Welterweight","U-DEC","3","5:00"
"1","ROSS PEARSON","52","0","0","0","Lightweight","S-DEC","3","5:00"
"0","CHAD LAPRISE","78","0","0","0","Lightweight","S-DEC","3","5:00"
"1","ALAN PATRICK","25","5","1","10","Lightweight","U-DEC","3","5:00"
"0","DAMIEN BROWN","15","1","1","2","Lightweight","U-DEC","3","5:00"
"1","NATE DIAZ","77","1","2","1","Welterweight","SUB","2","4:12"
"0","CONOR MCGREGOR","61","0","0","0","Welterweight","SUB","2","4:12"
"1","MIESHA TATE","40","2","2","3","Women's Bantamweight","SUB","5","3:30"
"0","HOLLY HOLM","59","0","0","0","Women's Bantamweight","SUB","5","3:30"
"1","ILIR LATIFI","30","3","0","1","Light Heavyweight","U-DEC","3","5:00"
"0","GIAN VILLANTE","23","0","0","0","Light Heavyweight","U-DEC","3","5:00"
"1","COREY ANDERSON","55","1","0","1","Light Heavyweight","U-DEC","3","5:00"
"0","TOM LAWLOR","31","1","0","0","Light Heavyweight","U-DEC","3","5:00"
"1","AMANDA NUNES","39","2","2","4","Women's Bantamweight","U-DEC","3","5:00"
"0","VALENTINA SHEVCHENKO","28","1","0","1","Women's Bantamweight","U-DEC","3","5:00"
"1","SIYAR BAHADURZADA","84","3","1","4","Welterweight","SUB","3","4:11"
"0","BRANDON THATCH","30","1","0","0","Welterweight","SUB","3","4:11"
"1","NORDINE TALEB","26","1","0","0","Welterweight","KO/TKO","2","1:34"
"0","ERICK SILVA","11","0","0","0","Welterweight","KO/TKO","2","1:34"
"1","VITOR MIRANDA","46","0","0","0","Middleweight","KO/TKO","2","1:09"
"0","MARCELO GUIMARAES","23","1","0","0","Middleweight","KO/TKO","2","1:09"
"1","DARREN ELKINS","104","7","0","4","Featherweight","U-DEC","3","5:00"
"0","CHAS SKELLY","27","0","2","0","Featherweight","U-DEC","3","5:00"
"1","DIEGO SANCHEZ","48","2","0","2","Lightweight","U-DEC","3","5:00"
"0","JIM MILLER","56","0","0","1","Lightweight","U-DEC","3","5:00"
"1","JASON SAGGO","20","0","0","2","Lightweight","KO/TKO","1","4:31"
"0","JUSTIN SALAS","1","1","0","0","Lightweight","KO/TKO","1","4:31"
"1","TERUTO ISHIHARA","27","0","0","1","Featherweight","KO/TKO","2","0:34"
"0","JULIAN EROSA","16","1","0","1","Featherweight","KO/TKO","2","0:34"
"1","MICHAEL BISPING","108","0","0","0","Middleweight","U-DEC","5","5:00"
"0","ANDERSON SILVA","75","0","0","0","Middleweight","U-DEC","5","5:00"
"1","GEGARD MOUSASI","81","0","0","1","Middleweight","U-DEC","3","5:00"
"0","THALES LEITES","17","0","0","0","Middleweight","U-DEC","3","5:00"
"1","TOM BREESE","32","0","1","2","Welterweight","U-DEC","3","5:00"
"0","KEITA NAKAMURA","6","3","1","4","Welterweight","U-DEC","3","5:00"
"1","BRAD PICKETT","39","3","0","3","Bantamweight","S-DEC","3","5:00"
"0","FRANCISCO RIVERA","69","2","0","0","Bantamweight","S-DEC","3","5:00"
"1","MAKWAN AMIRKHANI","32","4","0","10","Featherweight","U-DEC","3","5:00"
"0","MIKE WILKINSON","13","0","2","2","Featherweight","U-DEC","3","5:00"
"1","DAVEY GRANT","72","1","0","2","Bantamweight","U-DEC","3","5:00"
"0","MARLON VERA","23","1","0","1","Bantamweight","U-DEC","3","5:00"
"1","SCOTT ASKHAM","7","1","0","1","Middleweight","KO/TKO","1","4:45"
"0","CHRIS DEMPSEY","6","1","0","1","Middleweight","KO/TKO","1","4:45"
"1","ARNOLD ALLEN","31","4","0","1","Featherweight","U-DEC","3","5:00"
"0","YAOTZIN MEZA","25","0","0","0","Featherweight","U-DEC","3","5:00"
"1","KRZYSZTOF JOTKO","59","2","0","1","Middleweight","U-DEC","3","5:00"
"0","BRADLEY SCOTT","45","0","0","0","Middleweight","U-DEC","3","5:00"
"1","RUSTAM KHABILOV","33","6","0","3","Lightweight","U-DEC","3","5:00"
"0","NORMAN PARKE","17","1","0","1","Lightweight","U-DEC","3","5:00"
"1","DANIEL OMIELANCZUK","77","0","0","0","Heavyweight","M-DEC","3","1:31"
"0","JARJIS DANHO","38","0","0","0","Heavyweight","M-DEC","3","1:31"
"1","TEEMU PACKALEN","6","0","1","1","Lightweight","SUB","1","0:24"
"0","THIBAULT GOUTI","0","0","0","0","Lightweight","SUB","1","0:24"
"1","DAVID TEYMUR","38","1","0","0","Lightweight","KO/TKO","2","1:26"
"0","MARTIN SVENSSON","13","0","0","0","Lightweight","KO/TKO","2","1:26"
"1","DONALD CERRONE","4","1","1","2","Welterweight","SUB","1","2:33"
"0","ALEX OLIVEIRA","14","0","0","0","Welterweight","SUB","1","2:33"
"1","DEREK BRUNSON","23","0","0","0","Middleweight","KO/TKO","1","2:38"
"0","ROAN CARNEIRO","0","0","0","0","Middleweight","KO/TKO","1","2:38"
"1","CODY GARBRANDT","11","0","0","0","Catch Weight","KO/TKO","1","4:18"
"0","AUGUSTO MENDES","11","0","0","0","Catch Weight","KO/TKO","1","4:18"
"1","DENNIS BERMUDEZ","61","4","1","2","Featherweight","U-DEC","3","5:00"
"0","TATSUYA KAWAJIRI","12","1","0","1","Featherweight","U-DEC","3","5:00"
"1","CHRIS CAMOZZI","11","0","0","0","Middleweight","KO/TKO","1","0:26"
"0","JOE RIGGS","0","0","0","0","Middleweight","KO/TKO","1","0:26"
"1","JAMES KRAUSE","47","2","2","3","Lightweight","U-DEC","3","5:00"
"0","SHANE CAMPBELL","82","2","0","2","Lightweight","U-DEC","3","5:00"
"1","SEAN STRICKLAND","84","1","0","2","Welterweight","KO/TKO","3","4:25"
"0","ALEX GARCIA","23","3","0","0","Welterweight","KO/TKO","3","4:25"
"1","OLUWALE BAMGBOSE","8","0","0","0","Middleweight","KO/TKO","1","1:00"
"0","DANIEL SARAFIAN","0","0","0","0","Middleweight","KO/TKO","1","1:00"
"1","ANTHONY SMITH","57","2","0","2","Middleweight","U-DEC","3","5:00"
"0","LEONARDO AUGUSTO LELECO","64","0","0","2","Middleweight","U-DEC","3","5:00"
"1","NATHAN COY","37","3","0","8","Welterweight","U-DEC","3","5:00"
"0","JONAVIN WEBB","21","3","0","0","Welterweight","U-DEC","3","5:00"
"1","ASHLEE EVANS-SMITH","55","1","0","0","Women's Bantamweight","S-DEC","3","5:00"
"0","MARION RENEAU","53","1","1","0","Women's Bantamweight","S-DEC","3","5:00"
"1","LAUREN MURPHY","95","1","0","2","Women's Bantamweight","KO/TKO","3","4:55"
"0","KELLY FASZHOLZ","76","0","0","0","Women's Bantamweight","KO/TKO","3","4:55"
"1","SHAMIL ABDURAKHIMOV","62","0","0","0","Heavyweight","U-DEC","3","5:00"
"0","ANTHONY HAMILTON","40","0","0","0","Heavyweight","U-DEC","3","5:00"
"1","STEPHEN THOMPSON","24","0","0","0","Welterweight","KO/TKO","1","3:31"
"0","JOHNY HENDRICKS","7","0","0","0","Welterweight","KO/TKO","1","3:31"
"1","ROY NELSON","42","0","0","0","Heavyweight","U-DEC","3","5:00"
"0","JARED ROSHOLT","36","0","0","0","Heavyweight","U-DEC","3","5:00"
"1","OVINCE SAINT PREUX","51","1","0","1","Light Heavyweight","U-DEC","3","5:00"
"0","RAFAEL FEIJAO","10","0","0","0","Light Heavyweight","U-DEC","3","5:00"
"1","JOSEPH BENAVIDEZ","66","0","0","0","Flyweight","U-DEC","3","5:00"
"0","ZACH MAKOVSKY","40","4","0","2","Flyweight","U-DEC","3","5:00"
"1","MISHA CIRKUNOV","32","3","1","5","Light Heavyweight","SUB","2","1:28"
"0","ALEX NICHOLSON","16","0","0","0","Light Heavyweight","SUB","2","1:28"
"1","MIKE PYLE","75","1","0","0","Welterweight","KO/TKO","3","4:25"
"0","SEAN SPENCER","50","0","0","0","Welterweight","KO/TKO","3","4:25"
"1","JOSHUA BURKMAN","57","3","0","1","Lightweight","U-DEC","3","5:00"
"0","KJ NOONS","33","0","0","0","Lightweight","U-DEC","3","5:00"
"1","DERRICK LEWIS","14","1","0","3","Heavyweight","KO/TKO","1","2:17"
"0","DAMIAN GRABOWSKI","1","0","0","0","Heavyweight","KO/TKO","1","2:17"
"1","JUSTIN SCOGGINS","57","4","0","6","Flyweight","U-DEC","3","5:00"
"0","RAY BORG","20","1","0","0","Flyweight","U-DEC","3","5:00"
"1","DIEGO RIVAS","5","1","0","0","Featherweight","KO/TKO","2","0:23"
"0","NOAD LAHAT","7","1","3","6","Featherweight","KO/TKO","2","0:23"
"1","MICKEY GALL","2","0","1","1","Welterweight","SUB","1","0:45"
"0","MIKE JACKSON","3","0","0","0","Welterweight","SUB","1","0:45"
"1","ALEX WHITE","78","3","0","2","Featherweight","U-DEC","3","5:00"
"0","ARTEM LOBOV","23","0","0","0","Featherweight","U-DEC","3","5:00"
"1","ANTHONY JOHNSON","11","0","0","2","Light Heavyweight","KO/TKO","1","1:26"
"0","RYAN BADER","0","0","0","0","Light Heavyweight","KO/TKO","1","1:26"
"1","BEN ROTHWELL","35","0","1","0","Heavyweight","SUB","2","3:48"
"0","JOSH BARNETT","35","0","0","0","Heavyweight","SUB","2","3:48"
"1","JIMMIE RIVERA","45","3","0","0","Bantamweight","U-DEC","3","5:00"
"0","IURI ALCANTARA","41","0","0","0","Bantamweight","U-DEC","3","5:00"
"1","BRYAN BARBERENA","26","1","1","1","Welterweight","SUB","2","3:06"
"0","SAGE NORTHCUTT","18","1","0","1","Welterweight","SUB","2","3:06"
"1","TAREC SAFFIEDINE","54","0","0","1","Welterweight","U-DEC","3","5:00"
"0","JAKE ELLENBERGER","30","0","0","0","Welterweight","U-DEC","3","5:00"
"1","DIEGO FERREIRA","65","0","0","4","Lightweight","U-DEC","3","5:00"
"0","OLIVIER AUBIN-MERCIER","49","1","0","0","Lightweight","U-DEC","3","5:00"
"1","RAFAEL NATAL","54","4","0","4","Middleweight","KO/TKO","3","3:37"
