"wincol","name","strikes","takedowns","subattempts","pospass","weightclass","result","round","time","score"
0,"TAMDAN MCCRORY",2,0,0,0,"Middleweight","KO/TKO",1,"0:59",1
1,"KRZYSZTOF JOTKO",4,0,0,0,"Middleweight","KO/TKO",1,"0:59",102
1,"TAMDAN MCCRORY",39,2,1,5,"Middleweight","SUB",3,"4:10",73.5
0,"JOSH SAMMAN",10,2,0,2,"Middleweight","SUB",3,"4:10",9
