"wincol","name","strikes","takedowns","subattempts","pospass","weightclass","result","round","time","score"
"0","CURTIS BLAYDES","24","2","0","1","Heavyweight","KO/TKO","2","5:00","16"
"1","FRANCIS NGANNOU","36","0","0","0","Heavyweight","KO/TKO","2","5:00","88"
